identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,evse_id,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
AGN-00001,unassigned_point,node/8510418198,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*AGN*90001*01;PT*HRZ*E*AGN*90001*02,,,,,2,22.0,,,,
LLE-00051,unassigned_point,node/8511198579,EDP,2,0.0,private,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELLE*00051*1;PT*EDP*ELLE*00051*2,,,,,2,22.0,,,,
MRA-00002,unassigned_point,node/8511321630,Mobiletric,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MLT*EMRA*00002*01;PT*MLT*EMRA*00002*02,,,,,2,22.0,,,,
SNS-00005,unassigned_point,node/8511561255,Helexia II,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,PT*HLX*E*SNS*00005*01;PT*HLX*E*SNS*00005*02;PT*HLX*E*SNS*00005*03,1,50.0,,,,,1,43.0,1,50.0
CSC-00069,unassigned_point,node/8522031770,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*GLP*ECSC*00069*01,,,,,1,7.4,,,,
CSC-00068,unassigned_point,node/8522041990,Galp Power,1,0.0,yes,no,24/7,Mobi.E,3,143.0,no,2,93.0,50.0,PT*GLP*ECSC*00068*01;PT*GLP*ECSC*00068*02;PT*GLP*ECSC*00068*03,1,50.0,,,,,1,43.0,1,50.0
OER-00160,unassigned_point,node/8522435566,GreenCharge,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*GRN*E*OER*00160*1,,,,,1,22.0,,,,
LSA-90002,unassigned_point,node/8529712159,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*E*LSA*90002*01;PT*EDP*E*LSA*90002*02,,,,,2,22.0,,,,
node/8536726565,unassigned_point,node/8536726565,Helexia II,2,0.0,private,,,,3,143.0,no,1,43.0,100.0,,1,50.0,,,,,1,43.0,1,50.0
ARV-00005,unassigned_point,node/8553020014,Plug,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*PLG*E*ARV*00005*01;PT*PLG*E*ARV*00005*02,,,,,2,22.0,,,,
ARV-00006,unassigned_point,node/8553065250,Plug,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*PLG*E*ARV*00006*01;PT*PLG*E*ARV*00006*02,,,,,2,22.0,,,,
CSC-00070,unassigned_point,node/8553067116,Repsol,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,PT*REP*E*CSC*00070*01;PT*REP*E*CSC*00070*02;PT*REP*E*CSC*00070*03,1,50.0,,,,,1,22.0,1,50.0
VLN-00004,unassigned_point,node/8553077960,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,PT*EDP*EVLN*00004*1;PT*EDP*EVLN*00004*2,,,,,2,22.0,,,,
LLE-00052,unassigned_point,node/8553085828,Plug,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*PLG*E*LLE*00052*01;PT*PLG*E*LLE*00052*02,,,,,2,22.0,,,,
TVR-00005,unassigned_point,node/8558476086,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*E*TVR*90005*01;PT*EDP*E*TVR*90005*02,,,,,2,22.0,,,,
LSB-00328,unassigned_point,node/8558507080,Repsol,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,PT*REP*E*LSB*00328*01;PT*REP*E*LSB*00328*02;PT*REP*E*LSB*00328*03,1,50.0,,,,,1,22.0,1,50.0
GDM-00007,unassigned_point,node/8558518833,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*EGDM*00007*1,,,,,1,7.4,,,,
Continente Bom Dia Vila Verde,unassigned_point,node/8567853719,Continente,2,0.0,yes,no,09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
FND-00004,unassigned_point,node/8579443835,Repsol,2,0.0,yes,no,24/7,Mobi.E,3,153.0,no,1,43.0,110.0,PT*REP*E*FND*00004*01;PT*REP*E*FND*00004*02;PT*REP*E*FND*00004*03,1,50.0,,,,,1,43.0,1,60.0
SNS-00006,unassigned_point,node/8592789715,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,PT*GLG*ESNS*00006*01;PT*GLG*ESNS*00006*02;PT*GLG*ESNS*00006*03,1,50.0,,,,,1,22.0,1,50.0
MCV-90001,unassigned_point,node/8600398440,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EMCV*90001*1;PT*EDP*EMCV*90001*2,,,,,2,22.0,,,,
OHP-90002,unassigned_point,node/8600411232,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,PT*EDP*E*OHP*90002*1;PT*EDP*E*OHP*90002*2,,,,,2,22.0,,,,
Nissan - Boutigest,unassigned_point,node/8608038345,Nissan,1,0.0,customers,,,Nissan,2,100.0,no,1,50.0,50.0,,1,50.0,,,,,,,1,50.0
ODV-00021,unassigned_point,node/8634952659,Atlante,2,93.0,yes,no,24/7,Mobi.E,2,93.0,no,0,0.0,93.0,PT*ATL*EODV*00021*1;PT*ATL*EODV*00021*2;PT*ATL*EODV*00021*3,1,50.0,,,,,1,43.0,,
node/8640076098,unassigned_point,node/8640076098,,2,0.0,customers,,08:30-20:00,,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
STB-00017,unassigned_point,node/8644953935,Repsol,1,0.0,yes,no,24/7,Mobi.E,3,122.0,no,2,72.0,50.0,PT*REP*E*STB*00017*01,1,50.0,,,,,1,22.0,1,50.0
ODM-00001,unassigned_point,node/8647618654,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*E*ODM*90001*01;PT*EDP*E*ODM*90001*02,,,,,2,22.0,,,,
Peugeot Motorex,unassigned_point,node/8665591629,Motorex,1,0.0,customers,,,,1,22.0,no,0,0.0,22.0,,,,,,1,22.0,,,,
Renault Multiauto,unassigned_point,node/8665591630,Renault,1,0.0,customers,,,Renault,1,22.0,no,0,0.0,22.0,,,,,,1,22.0,,,,
CTB-00016,unassigned_point,node/8678941145,Iberdrola,1,0.0,yes,no,24/7,Mobi.E,2,210.0,no,1,50.0,160.0,PT*IBD*E*CTB*00016*01;PT*IBD*E*CTB*00016*02,1,50.0,,,,,,,1,160.0
MTJ-00014,unassigned_point,node/8679252079,Bluecharge,2,0.0,yes,no,Mo-Fr 07:00-20:00; Sa 07:00-13:00; Su 08:00-13:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,,2,22.0,,,,
VLG-00009,unassigned_point,node/8681176706,Powerdot,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,PT*HRZ*E*VLG*00009*01;PT*HRZ*E*VLG*00009*02;PT*HRZ*E*VLG*00009*03,1,50.0,,,,,1,43.0,1,50.0
PRT-00087,unassigned_point,node/8681247144,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*PRT*00087*01;PT*HRZ*E*PRT*00087*02,,,,,2,22.0,,,,
LSB-00335,unassigned_point,node/8681256182,Repsol,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,PT*REP*E*LSB*00335*01;PT*REP*E*LSB*00335*02;PT*REP*E*LSB*00335*03,1,50.0,,,,,1,22.0,1,50.0
GDL-00003,unassigned_point,node/8688212145,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*GDL*90003*1;PT*HRZ*E*GDL*90003*2,,,,,2,22.0,,,,
PVZ-00011,unassigned_point,node/8693944208,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,PT*GLG*EPVZ*00011*01;PT*GLG*EPVZ*00011*02;PT*GLG*EPVZ*00011*03,1,50.0,,,,,1,43.0,1,50.0
Forportil,unassigned_point,node/8693956621,Forportil,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
TVR-00027,unassigned_point,node/8701692592,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,PT*GLP*ETVR*00027*01;PT*GLP*ETVR*00027*02;PT*GLP*ETVR*00027*03,1,50.0,,,,,1,43.0,1,50.0
Quinta de Cabanas - Douro Country House,unassigned_point,node/8709394157,Quinta de Cabanas,1,0.0,customers,,,,1,22.0,no,0,0.0,22.0,,,,,,1,22.0,,,,
VIS-00010,unassigned_point,node/8710940318,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*E*VIS*00010*01;PT*EDP*E*VIS*00010*02,,,,,2,22.0,,,,
VFX-00022,unassigned_point,node/8712623798,EDP,2,0.0,yes,no,24/7,Mobi.E,3,162.0,no,1,22.0,140.0,PT*EDP*EVFX*00022*1;PT*EDP*EVFX*00022*2;PT*EDP*EVFX*00022*3,1,50.0,,,1,22.0,,,1,90.0
MTS-00043,unassigned_point,node/8719792738,EDP,2,142.0,yes,no,24/7,Mobi.E,3,162.0,no,1,22.0,142.0,PT*EDP*EMTS*00043*1;PT*EDP*EMTS*00043*2;PT*EDP*EMTS*00043*3,1,50.0,,,,,1,22.0,1,90.0
Puralã Wool Valey Hotel & SPA,unassigned_point,node/8726338734,Puralã Wool Valey Hotel & SPA,1,0.0,customers,,,,1,11.0,no,0,0.0,11.0,,,,,,1,11.0,,,,
LSB-00351,unassigned_point,node/8730840559,Mobiletric,1,0.0,yes,no,24/7,Mobi.E,2,150.0,no,1,50.0,100.0,PT*MLT*ELSB*00351*01;PT*MLT*ELSB*00351*02,1,50.0,,,,,,,1,100.0
VNB-80002,unassigned_point,node/8732194404,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*ATL*E*VNB*80002*01;PT*ATL*E*VNB*80002*02,,,,,2,22.0,,,,
SSB-00020,unassigned_point,node/8733708461,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,93.0,PT*GLP*ESSB*00020*01;PT*GLP*ESSB*00020*02;PT*GLP*ESSB*00020*03,1,50.0,,,,,1,22.0,1,50.0
