identifier,type,id,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:tesla_destination,socket:tesla_supercharger_ccs,socket:type2,socket:type2_cable,socket:type2_combo
Continente Modelo Mem-Martins / Continente Modelo Mem-Martins,child_point,child/node/12756960104,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
LSB-00269/925/926,way,way/1377732273,6,0.0,customers,,24/7,Mobi.E,6,102.8,no,0,0.0,102.8,0,0,0,6,0,0
LSB-00269/925/926 / LSB-00269,child_point,child/node/8303971542,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00269/925/926 / LSB-00926,child_point,child/node/12756979113,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-00269/925/926 / LSB-00925,child_point,child/node/12756979114,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
way/1377737895,way,way/1377737895,4,0.0,private,,24/7,,4,88.0,no,0,0.0,88.0,0,0,0,2,2,0
way/1377737895 / node/12757008963,child_point,child/node/12757008963,2,0.0,private,,,,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
way/1377737895 / node/12757008964,child_point,child/node/12757008964,2,0.0,private,,,,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
way/1377742763,way,way/1377742763,8,0.0,private,,24/7,,4,29.6,no,-4,0.0,29.6,0,0,0,0,4,0
way/1377742763 / node/12757098344,child_point,child/node/12757098344,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742763 / node/12757098345,child_point,child/node/12757098345,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742763 / node/12757098346,child_point,child/node/12757098346,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742763 / node/12757098347,child_point,child/node/12757098347,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764,way,way/1377742764,20,0.0,private,,24/7,,21,155.4,no,1,0.0,155.4,0,0,0,0,21,0
way/1377742764 / node/12757098348,child_point,child/node/12757098348,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098349,child_point,child/node/12757098349,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098350,child_point,child/node/12757098350,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098351,child_point,child/node/12757098351,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098352,child_point,child/node/12757098352,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098353,child_point,child/node/12757098353,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098354,child_point,child/node/12757098354,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098355,child_point,child/node/12757098355,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098356,child_point,child/node/12757098356,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098357,child_point,child/node/12757098357,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098358,child_point,child/node/12757098358,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098359,child_point,child/node/12757098359,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098360,child_point,child/node/12757098360,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098361,child_point,child/node/12757098361,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098362,child_point,child/node/12757098362,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098363,child_point,child/node/12757098363,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098364,child_point,child/node/12757098364,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098365,child_point,child/node/12757098365,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098366,child_point,child/node/12757098366,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098367,child_point,child/node/12757098367,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
way/1377742764 / node/12757098368,child_point,child/node/12757098368,1,0.0,private,,,,1,7.4,no,0,0.0,7.4,0,0,0,0,1,0
PTM-00069;PTM-00070,way,way/1377743382,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
PTM-00069;PTM-00070 / PTM-00069,child_point,child/node/12757016323,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PTM-00069;PTM-00070 / PTM-00070,child_point,child/node/12757106537,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Porto Alto,way,way/1377905394,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,0,2,2
Continente Modelo Porto Alto / Continente Modelo Porto Alto,child_point,child/node/12758477293,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Porto Alto / Continente Modelo Porto Alto,child_point,child/node/12758477294,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
VFX-00056/57/60/72,way,way/1377906972,8,0.0,yes,,24/7,Mobi.E,8,424.0,no,0,0.0,424.0,1,0,0,2,0,5
VFX-00056/57/60/72 / VFX-00072,child_point,child/node/11947788501,2,0.0,yes,no,24/7,Mobi.E,2,140.0,no,0,0.0,140.0,1,0,0,0,0,1
VFX-00056/57/60/72 / VFX-00060,child_point,child/node/11947788502,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VFX-00056/57/60/72 / VFX-00056,child_point,child/node/11947788503,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
VFX-00056/57/60/72 / VFX-00057,child_point,child/node/12621522617,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
Continente Bom Dia Galerias do Choupal,way,way/1377906981,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Galerias do Choupal / Continente Bom Dia Galerias do Choupal,child_point,child/node/11109303320,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Galerias do Choupal / Continente Bom Dia Galerias do Choupal,child_point,child/node/12758490612,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Mafra,way,way/1377907835,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,0,2,2
Continente Modelo Mafra / Continente Modelo Mafra,child_point,child/node/12758447084,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
Continente Modelo Mafra / Continente Modelo Mafra,child_point,child/node/12758447085,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Almeirim,way,way/1378130119,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Almeirim / Continente Modelo Almeirim,child_point,child/node/12760298709,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Almeirim / Continente Modelo Almeirim,child_point,child/node/12760298710,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Bombarral,way,way/1378130979,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,0,2,2
Continente Modelo Bombarral / Continente Modelo Bombarral,child_point,child/node/12760336546,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Bombarral / Continente Modelo Bombarral,child_point,child/node/12760336547,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
Continente Modelo Caldas da Rainha,way,way/1378134007,4,0.0,yes,,24/7,Continente Plug&Charge,4,144.0,no,0,0.0,144.0,0,0,0,0,2,2
Continente Modelo Caldas da Rainha / Continente Modelo Caldas da Rainha,child_point,child/node/12760342906,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
Continente Modelo Caldas da Rainha / Continente Modelo Caldas da Rainha,child_point,child/node/12760342907,2,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,no,0,0.0,100.0,0,0,0,0,0,2
CHV-00014,way,way/1378594734,4,0.0,yes,,24/7,Mobi.E,4,370.0,no,0,0.0,370.0,1,0,0,0,0,3
CHV-00014 / CHV-00014,child_point,child/node/11091139843,2,0.0,yes,no,24/7,Mobi.E,2,130.0,no,0,0.0,130.0,1,0,0,0,0,1
CHV-00014 / CHV-00014,child_point,child/node/12765645872,2,0.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,240.0,0,0,0,0,0,2
CHV-00007/8,way,way/1378594739,2,0.0,yes,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CHV-00007/8 / CHV-00007,child_point,child/node/9604000864,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
CHV-00007/8 / CHV-00008,child_point,child/node/12765645882,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PNF-00035,way,way/1378596973,4,200.0,yes,,09:00-20:00,Mobi.E,4,650.0,no,0,0.0,200.0,1,0,0,0,0,3
PNF-00035 / PNF-00035,child_point,child/node/10635011299,2,0.0,yes,no,09:00-20:00,Mobi.E,2,250.0,no,0,0.0,250.0,1,0,0,0,0,1
PNF-00035 / PNF-00035,child_point,child/node/12765592898,1,0.0,yes,no,09:00-20:00,Mobi.E,1,200.0,no,0,0.0,200.0,0,0,0,0,0,1
PNF-00035 / PNF-00035,child_point,child/node/12765592899,1,0.0,yes,no,09:00-20:00,Mobi.E,1,200.0,no,0,0.0,200.0,0,0,0,0,0,1
Continente Bom Dia Fátima,way,way/1378727487,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Fátima / Continente Bom Dia Fátima,child_point,child/node/12766720384,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Fátima / Continente Bom Dia Fátima,child_point,child/node/12766720388,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Figueira da Foz,way,way/1378733509,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Figueira da Foz / Continente Modelo Figueira da Foz,child_point,child/node/11666814290,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Figueira da Foz / Continente Modelo Figueira da Foz,child_point,child/node/12766710068,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CBR-00011…13,way,way/1378751918,6,0.0,yes,,24/7,Mobi.E,7,231.0,no,1,43.0,188.0,1,0,0,4,1,1
CBR-00011…13 / CBR-00011,child_point,child/node/8224981780,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
CBR-00011…13 / CBR-00012,child_point,child/node/8379501971,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CBR-00011…13 / CBR-00013,child_point,child/node/12766897375,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Coimbra,way,way/1378751925,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Coimbra / Continente Bom Dia Coimbra,child_point,child/node/12766897392,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Coimbra / Continente Bom Dia Coimbra,child_point,child/node/12766897393,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Arganil,way,way/1378752377,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Arganil / Continente Bom Dia Arganil,child_point,child/node/12766919117,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Arganil / Continente Bom Dia Arganil,child_point,child/node/12766919118,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
AMT-00029;AMT-00030,way,way/1381358709,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
AMT-00029;AMT-00030 / AMT-00030,child_point,child/node/12787926377,2,0.0,customers,yes,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
AMT-00029;AMT-00030 / AMT-00029,child_point,child/node/12787926378,2,0.0,customers,yes,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Guarda,way,way/1382761574,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Guarda / Continente Bom Dia Guarda,child_point,child/node/12802237644,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Guarda / Continente Bom Dia Guarda,child_point,child/node/12802237647,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Mangualde,way,way/1382763851,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Mangualde / Continente Modelo Mangualde,child_point,child/node/12802242164,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Mangualde / Continente Modelo Mangualde,child_point,child/node/12802242166,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Vila Franca de Xira,way,way/1383239088,3,0.0,yes,,24/7,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Modelo Vila Franca de Xira / Continente Modelo Vila Franca de Xira,child_point,child/node/9920117019,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Vila Franca de Xira / Continente Modelo Vila Franca de Xira,child_point,child/node/12805973793,1,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Modelo Torres Vedras,way,way/1383345204,3,0.0,yes,,24/7,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Modelo Torres Vedras / Continente Modelo Torres Vedras,child_point,child/node/12806870659,1,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Modelo Torres Vedras / Continente Modelo Torres Vedras,child_point,child/node/12806870660,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Castelo Branco,way,way/1383614718,3,0.0,yes,,24/7,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Modelo Castelo Branco / Continente Modelo Castelo Branco,child_point,child/node/12810154715,1,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Modelo Castelo Branco / Continente Modelo Castelo Branco,child_point,child/node/12810154720,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Aveiro Estação,way,way/1383643653,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Aveiro Estação / Continente Bom Dia Aveiro Estação,child_point,child/node/12810533899,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Aveiro Estação / Continente Bom Dia Aveiro Estação,child_point,child/node/12810577303,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo São Félix da Marinha,way,way/1383644141,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo São Félix da Marinha / Continente Modelo São Félix da Marinha,child_point,child/node/12810581114,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo São Félix da Marinha / Continente Modelo São Félix da Marinha,child_point,child/node/12810581117,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
PRT-00089/90,way,way/1385157719,4,0.0,yes,,24/7,Mobi.E,6,286.0,no,2,86.0,200.0,2,0,0,0,2,2
PRT-00089/90 / PRT-00090,child_point,child/node/8228870625,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
PRT-00089/90 / PRT-00089,child_point,child/node/12824264720,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
Continente Bom Dia S.João da Foz,way,way/1385171248,4,0.0,yes,,08:00-21:00,Mobi.E,4,144.0,no,0,0.0,144.0,0,0,0,2,0,2
Continente Bom Dia S.João da Foz / Continente Bom Dia S.João da Foz,child_point,child/node/12824398143,2,0.0,yes,no,08:00-21:00,Continente Plug&Charge,2,100.0,no,0,0.0,100.0,0,0,0,0,0,2
Continente Bom Dia S.João da Foz / Continente Bom Dia S.João da Foz,child_point,child/node/12824398144,2,0.0,yes,no,08:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
MOBI-LSB-00068;MOBI-LSB-00069,way,way/1385450382,4,0.0,private,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
MOBI-LSB-00068;MOBI-LSB-00069 / MOBI-LSB-00069,child_point,child/node/12827152240,2,0.0,private,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
MOBI-LSB-00068;MOBI-LSB-00069 / MOBI-LSB-00068,child_point,child/node/12827152241,2,0.0,private,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ELV-?????,way,way/1385527329,5,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-5,0.0,0.0,,,,,,
Continente Bom Dia Chaves,way,way/1385615469,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
Continente Bom Dia Chaves / Continente Bom Dia Chaves,child_point,child/node/8312977472,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Chaves / Continente Bom Dia Chaves,child_point,child/node/12828730776,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Marco de Canavezes,way,way/1385618609,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Marco de Canavezes / Continente Modelo Marco de Canavezes,child_point,child/node/11599401149,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Marco de Canavezes / Continente Modelo Marco de Canavezes,child_point,child/node/12828780797,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Paredes Centro,way,way/1385621221,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Paredes Centro / Continente Bom Dia Paredes Centro,child_point,child/node/11795142907,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Paredes Centro / Continente Bom Dia Paredes Centro,child_point,child/node/12828807250,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Valongo,way,way/1385621689,4,0.0,yes,,08:00-23:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Valongo / Continente Valongo,child_point,child/node/11666814286,2,0.0,yes,no,08:00-23:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Valongo / Continente Valongo,child_point,child/node/12828821146,2,0.0,yes,no,08:00-23:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Rio Tinto,way,way/1385627680,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Rio Tinto / Continente Modelo Rio Tinto,child_point,child/node/11698702968,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Rio Tinto / Continente Modelo Rio Tinto,child_point,child/node/12828872702,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Fábrica do Cobre,way,way/1385628465,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Fábrica do Cobre / Continente Bom Dia Fábrica do Cobre,child_point,child/node/10297334790,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Fábrica do Cobre / Continente Bom Dia Fábrica do Cobre,child_point,child/node/12828895083,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Asprela,way,way/1385637965,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Asprela / Continente Bom Dia Asprela,child_point,child/node/12041546646,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Asprela / Continente Bom Dia Asprela,child_point,child/node/12828988611,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Amial,way,way/1385656728,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Amial / Continente Bom Dia Amial,child_point,child/node/10246995935,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Amial / Continente Bom Dia Amial,child_point,child/node/12829191168,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Ramalde,way,way/1385657107,3,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Bom Dia Ramalde / Continente Bom Dia Ramalde,child_point,child/node/10202043194,1,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Bom Dia Ramalde / Continente Bom Dia Ramalde,child_point,child/node/12829219028,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Mota Pinto,way,way/1385657390,3,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Bom Dia Mota Pinto / Continente Bom Dia Mota Pinto,child_point,child/node/10155745819,1,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Bom Dia Mota Pinto / Continente Bom Dia Mota Pinto,child_point,child/node/12829222673,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Matosinhos Sul,way,way/1385658494,3,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Bom Dia Matosinhos Sul / Continente Bom Dia Matosinhos Sul,child_point,child/node/10201819080,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Matosinhos Sul / Continente Bom Dia Matosinhos Sul,child_point,child/node/12829178790,1,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Maia Jardim,way,way/1386320158,3,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Maia Jardim / Continente Maia Jardim,child_point,child/node/10589884566,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Maia Jardim / Continente Maia Jardim,child_point,child/node/12834863533,1,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
