identifier,type,id,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:tesla_destination,socket:tesla_supercharger_ccs,socket:type2,socket:type2_cable,socket:type2_combo
VNG-00008,unassigned_point,node/3341815003,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VNG-00010,unassigned_point,node/3341816869,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VNG-00011,unassigned_point,node/3341827359,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90110,unassigned_point,node/3575234309,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,0,0,0,2,0,0
CSC-90005,unassigned_point,node/3575235106,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
GMR-90001,unassigned_point,node/3612876421,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LRS-90030,unassigned_point,node/3660912777,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BJA-90002,unassigned_point,node/3668899325,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
CSC-00002,unassigned_point,node/3697279495,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
CSC-00006,unassigned_point,node/3697279497,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
OER-00090,unassigned_point,node/3697287975,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-90146,unassigned_point,node/3703042039,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00124,unassigned_point,node/3703042041,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-80116,unassigned_point,node/3703042042,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90130,unassigned_point,node/3703042045,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90118,unassigned_point,node/3703042046,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90122,unassigned_point,node/3703042048,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90127,unassigned_point,node/3703042049,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00963,unassigned_point,node/3703171656,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
LSB-90137,unassigned_point,node/3703171657,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90140,unassigned_point,node/3703171658,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90151,unassigned_point,node/3703171659,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-80149,unassigned_point,node/3703171660,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00105,unassigned_point,node/3703171663,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90141,unassigned_point,node/3703171664,2,0.0,yes,no,24/7,Mobi.E,3,66.0,no,1,22.0,44.0,0,0,0,3,0,0
LSB-80148,unassigned_point,node/3706318963,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90129,unassigned_point,node/3706318964,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90135,unassigned_point,node/3706318967,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90133,unassigned_point,node/3706318968,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00964,unassigned_point,node/3706318970,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-80101,unassigned_point,node/3708190925,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-80091,unassigned_point,node/3708190928,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-00163,unassigned_point,node/3708190930,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00054,unassigned_point,node/3708190931,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00142,unassigned_point,node/3708190932,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00962,unassigned_point,node/3708190934,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
LSB-90021,unassigned_point,node/3708190935,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90017,unassigned_point,node/3708190937,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90028,unassigned_point,node/3708190938,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90069,unassigned_point,node/3724919250,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90097,unassigned_point,node/3724919253,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90093,unassigned_point,node/3724919257,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90103,unassigned_point,node/3724919265,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90099,unassigned_point,node/3724919266,2,0.0,yes,no,24/7,Mobi.E,2,40.0,no,0,0.0,40.0,0,0,0,2,0,0
LSB-80081,unassigned_point,node/3724919268,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90083,unassigned_point,node/3724919269,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90092,unassigned_point,node/3724919270,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-00950,unassigned_point,node/3724919273,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CBR-80007,unassigned_point,node/3930573508,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
CBR-90009,unassigned_point,node/3930573512,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,0,0,0,2,0,0
CBR-90002,unassigned_point,node/3930573513,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
CBR-90008,unassigned_point,node/3930573516,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
CBR-00032,unassigned_point,node/3930573517,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CBR-00025,unassigned_point,node/3930573518,2,0.0,yes,no,Mo-Su 08:00-23:59,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LRA-00086,unassigned_point,node/3930754457,2,0.0,yes,no,24/7,Mobi.E,2,82.0,no,0,0.0,82.0,0,0,0,1,0,1
LRA-90009,unassigned_point,node/3930754458,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
LRA-00011,unassigned_point,node/3930754461,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRA-00007,unassigned_point,node/3930754464,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LRA-80004,unassigned_point,node/3930754465,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LRA-00003,unassigned_point,node/3930754466,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRA-90001,unassigned_point,node/3930754467,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRA-00002,unassigned_point,node/3930754468,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90029,unassigned_point,node/3982214475,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-90037,unassigned_point,node/4097056356,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
TND-00002,unassigned_point,node/4235747160,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
TND-00001,unassigned_point,node/4241719655,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
TVD-00005,unassigned_point,node/4285884091,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
TVD-00001,unassigned_point,node/4285884092,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
TVD-00002,unassigned_point,node/4285884093,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
TVD-90003,unassigned_point,node/4285884094,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
TVD-00004,unassigned_point,node/4285884095,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
TVD-80006,unassigned_point,node/4285884096,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
OBD-00003,unassigned_point,node/4285884097,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CLD-90001,unassigned_point,node/4285884098,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
CLD-90003,unassigned_point,node/4285884100,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,0,0,0,2,0,0
CLD-90005,unassigned_point,node/4285884102,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
CLD-00002,unassigned_point,node/4479029544,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
STB-00001,unassigned_point,node/4680749892,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
PMZ-00003,unassigned_point,node/4917327221,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VLN-00001,unassigned_point,node/4942633432,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VCT-00011,unassigned_point,node/4942633433,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VCT-00006,unassigned_point,node/4942633434,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-00009,unassigned_point,node/5050852345,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-90010,unassigned_point,node/5050852346,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
EVR-00005,unassigned_point,node/5137641527,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
EVR-90004,unassigned_point,node/5137641529,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
EVR-90001,unassigned_point,node/5137641530,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
EVR-00002,unassigned_point,node/5137641531,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
EVR-90009,unassigned_point,node/5137641532,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
EVR-80003,unassigned_point,node/5137641533,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
EVR-00052,unassigned_point,node/5137692860,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,1,0,0,0,1,1
ASL-00001,unassigned_point,node/5137692861,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
ASL-00002,unassigned_point,node/5137692862,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
AJT-00001,unassigned_point,node/5137692863,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
AJT-00002,unassigned_point,node/5137692864,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LLE-00003,unassigned_point,node/5137692865,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LLE-00002,unassigned_point,node/5137692866,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
EVR-00008,unassigned_point,node/5137692867,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-00041,unassigned_point,node/5191639713,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
SNT-00008,unassigned_point,node/5331790440,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
OAZ-00019,unassigned_point,node/5349379982,2,0.0,yes,yes,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
OAZ-00017,unassigned_point,node/5349380815,2,0.0,yes,yes,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
BRG-00015,unassigned_point,node/5370207527,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VNF-00003,unassigned_point,node/5370415062,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VNF-00004,unassigned_point,node/5370418831,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VRL-00007,unassigned_point,node/5370437952,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
MTS-00001,unassigned_point,node/5370481549,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
MTS-00185,unassigned_point,node/5370503283,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
PRT-00001,unassigned_point,node/5372366165,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
VNG-00016,unassigned_point,node/5375674785,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
ETR-00001,unassigned_point,node/5375715583,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
ETR-00002,unassigned_point,node/5375719552,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
CBR-00010,unassigned_point,node/5377859410,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
TVD-00008,unassigned_point,node/5389691532,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
TVD-00007,unassigned_point,node/5389691533,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
LRS-00143,unassigned_point,node/5389986370,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
LRS-00034,unassigned_point,node/5390017495,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-00855,unassigned_point,node/5390056784,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-00201,unassigned_point,node/5390125519,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
CSC-00412,unassigned_point,node/5393208974,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
CSC-00015,unassigned_point,node/5393259003,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LGS-00002,unassigned_point,node/5398312785,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
LGS-00003,unassigned_point,node/5398312786,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,0,0,0,1,1
LSB-90038,unassigned_point,node/5417595987,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
BRG-90003,unassigned_point,node/5484497721,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
STN-00003,unassigned_point,node/5645722923,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LRS-00031,unassigned_point,node/5820777537,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VIS-00033,unassigned_point,node/6004869429,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
Magnum Cap,unassigned_point,node/6399252557,2,0.0,customers,,,,3,122.0,no,1,22.0,100.0,1,0,0,0,1,1
Restaurante Colher de Pau Tesla Destination Charger,unassigned_point,node/6506375214,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,0,1,0,0,1,0
Renault Ílhavo,unassigned_point,node/6557043974,1,0.0,customers,,,Renault,0,0.0,no,-1,0.0,0.0,0,0,0,0,0,0
ETR-00015,unassigned_point,node/6610289091,1,0.0,yes,no,24/7,Mobi.E,1,22.0,yes,0,0.0,22.0,0,0,0,1,0,0
VIS-90038,unassigned_point,node/6635281048,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VIS-90032,unassigned_point,node/6635281049,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-00040,unassigned_point,node/6635281050,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-90039,unassigned_point,node/6635281051,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-00035,unassigned_point,node/6635281053,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-00034,unassigned_point,node/6635281054,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VIS-00053,unassigned_point,node/6635524353,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
VIS-00036,unassigned_point,node/6635524354,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
GMR-00124,unassigned_point,node/6860923888,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
GMR-00016,unassigned_point,node/6860933517,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,0,0,0,1,1
LLE-00049,unassigned_point,node/6905244011,2,0.0,yes,no,24/7,Mobi.E,3,122.0,yes,1,22.0,100.0,1,0,0,1,0,1
FAR-00074,unassigned_point,node/6905244952,2,50.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,0,0,0,0,0,2
FAR-00034,unassigned_point,node/6905269374,1,0.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
LLE-00043,unassigned_point,node/6905683672,2,0.0,yes,no,24/7,Mobi.E,3,122.0,yes,1,22.0,100.0,1,0,0,1,0,1
LLE-00084,unassigned_point,node/6906350097,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
Mercedes Country House Tesla Destination Charger,unassigned_point,node/6966002198,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Hotel Vila Monte Tesla Destination Charger,unassigned_point,node/6966002231,2,0.0,customers,,24/7,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Praia Verde Boutique Hotel Tesla Destination Charger,unassigned_point,node/6966002232,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,0,1,0,0,1,0
Martinhal Quinta do Lago Tesla Destination Charger,unassigned_point,node/6966204428,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Crowne Plaza Vilamoura Tesla Destination Charger,unassigned_point,node/6966252892,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
B&B Casa Mocho Branco Tesla Destination Charger,unassigned_point,node/6968737908,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Hotel Anantara Vilamoura Tesla Destination Charger,unassigned_point,node/6969121785,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Pine Cliffs Resort Tesla Destination Charger,unassigned_point,node/6971366957,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Paraíso de Albufeira Tesla Destination Charger,unassigned_point,node/6971573781,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,0,1,0,0,1,0
Marina de Albufeira Tesla Destination Charger,unassigned_point,node/6973507743,2,0.0,yes,no,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Hotel Baia Grande Tesla Destination Charger,unassigned_point,node/6973556961,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Vilalara Thalassa Resort Tesla Destination Charger,unassigned_point,node/6979846143,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Vale d'Oliveiras Quinta Resort & SPA Tesla Destination Charger,unassigned_point,node/6989961463,1,0.0,customers,,,Tesla,2,44.0,no,1,22.0,22.0,0,1,0,0,1,0
Marina de Portimão Tesla Destination Charger,unassigned_point,node/6990026984,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Jupiter Marina Tesla Destination Charger,unassigned_point,node/6995101836,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
PRT-00051 - Q8,unassigned_point,node/7008208950,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
Pestana Alvor Praia Tesla Destination Charger,unassigned_point,node/7013593502,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Memmo Baleeira Hotel Sagres Tesla Destination Charger,unassigned_point,node/7028312084,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Villa Monte D'Oiro Tesla Destination Charger,unassigned_point,node/7031087647,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,0,1,0,0,1,0
Marina Club Lagos Resort Tesla Destination Charger,unassigned_point,node/7031087871,1,0.0,customers,,,Tesla,2,34.0,no,1,17.0,17.0,0,1,0,0,1,0
Marina de Lagos Tesla Destination Charger,unassigned_point,node/7031126811,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,0,1,0,0,1,0
Aqualuz Suite Hotel Apartamentos Lagos Tesla Destination Charger,unassigned_point,node/7031340598,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,0,1,0,0,1,0
Villa Doris Suites Tesla Destination Charger,unassigned_point,node/7031489672,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,0,1,0,0,1,0
Villa Mar Azul Tesla Destination Charger,unassigned_point,node/7031570579,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,0,1,0,0,1,0
Costa d'Oiro Ambiance Village Tesla Destination Charger,unassigned_point,node/7031570580,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,0,1,0,0,1,0
SBA-80001,unassigned_point,node/7070338775,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
TVR-00001,unassigned_point,node/7070338776,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ACT-00001,unassigned_point,node/7070360267,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ABF-00084,unassigned_point,node/7070406263,2,0.0,yes,no,24/7,Mobi.E,3,122.0,yes,1,22.0,100.0,1,0,0,0,1,1
LLE-00225,unassigned_point,node/7070428801,2,0.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,100.0,0,0,0,0,0,2
LGA-00042,unassigned_point,node/7070440679,2,60.0,yes,no,24/7,Mobi.E,2,110.0,no,0,0.0,60.0,1,0,0,0,0,1
VRS-90001,unassigned_point,node/7070505494,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VNC-90001,unassigned_point,node/7098645679,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
FAR-00019,unassigned_point,node/7126741219,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
FAR-00005,unassigned_point,node/7126770378,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
FAR-90004,unassigned_point,node/7126770379,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
FAR-90003,unassigned_point,node/7126770380,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
FAR-90002,unassigned_point,node/7126780244,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,0,0,0,2,0,0
LLE-00079,unassigned_point,node/7127044141,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
