identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
SCR-00001,unassigned_point,node/8116304864,Factor Energia,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CLT-00006,unassigned_point,node/8116375607,Factor Energia,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CLT-00004,unassigned_point,node/8116375608,Emacom,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CLT-00003,unassigned_point,node/8116375609,Factor Energia,1,0.0,yes,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
SVC-00001,unassigned_point,node/8116375610,Emacom,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
STN-00002,unassigned_point,node/8116375611,Factor Energia,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MCH-00004,unassigned_point,node/8116375612,Factor Energia,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
MCH-00001,unassigned_point,node/8116375613,Factor Energia,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VRL-90004,unassigned_point,node/8116398345,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VRL-90005,unassigned_point,node/8116398346,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VRL-90003,unassigned_point,node/8116398347,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VRL-00001,unassigned_point,node/8116398353,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00207,unassigned_point,node/8116435878,Mobiletric,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00517,unassigned_point,node/8116444241,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-00516,unassigned_point,node/8116444242,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VNG-00028,unassigned_point,node/8116451514,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
VNG-00027,unassigned_point,node/8116451515,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
VCD-00005,unassigned_point,node/8116461002,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
MTS-00098,unassigned_point,node/8116461004,Galp Power,2,0.0,yes,no,10:00-23:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VNG-00037,unassigned_point,node/8116475846,Galp Power,2,0.0,customers,no,09:00-20:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CTB-90001,unassigned_point,node/8116478217,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
STR-90003,unassigned_point,node/8116478218,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-01020,unassigned_point,node/8116478219,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-01019,unassigned_point,node/8116478220,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
BRG-00016,unassigned_point,node/8116540115,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
PDL-00005,unassigned_point,node/8117223965,SEGMA,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
STB-00002,unassigned_point,node/8119316658,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-00011,unassigned_point,node/8119316659,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-90008,unassigned_point,node/8119316660,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-90005,unassigned_point,node/8119316661,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
STB-90006,unassigned_point,node/8119316662,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
STB-80007,unassigned_point,node/8119316663,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-00010,unassigned_point,node/8119316665,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-90012,unassigned_point,node/8119316666,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-80003,unassigned_point,node/8119316667,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STB-00004,unassigned_point,node/8119316668,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ALM-80024,unassigned_point,node/8119339963,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
PLM-00004,unassigned_point,node/8119339964,Galp Power,2,0.0,yes,no,09:00-21:00,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
ALM-00096,unassigned_point,node/8119344297,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
ALM-00004,unassigned_point,node/8119362926,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ALM-00007,unassigned_point,node/8119362927,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ALM-90008,unassigned_point,node/8119362928,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
SNT-90001,unassigned_point,node/8121815336,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
SNT-80003,unassigned_point,node/8121815338,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
SNT-90025,unassigned_point,node/8121815340,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
SNT-00142,unassigned_point,node/8121815349,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
SNT-00021,unassigned_point,node/8121833983,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
SNT-00016,unassigned_point,node/8121833984,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
SNT-90024,unassigned_point,node/8121833985,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
SNT-90006,unassigned_point,node/8121833987,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
SNT-00005,unassigned_point,node/8121833988,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CSC-80004,unassigned_point,node/8121872560,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CSC-90012,unassigned_point,node/8121877438,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CSC-90014,unassigned_point,node/8121877439,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CSC-90013,unassigned_point,node/8121890818,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
AMD-00002,unassigned_point,node/8121969369,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
AMD-00031,unassigned_point,node/8122005865,Plug,2,0.0,yes,no,09:00-21:00,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
LRS-80024,unassigned_point,node/8126746541,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00140,unassigned_point,node/8126746542,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LRS-80029,unassigned_point,node/8126746543,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90028,unassigned_point,node/8126746544,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90025,unassigned_point,node/8126753539,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00019,unassigned_point,node/8126753540,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00021,unassigned_point,node/8126753541,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00020,unassigned_point,node/8126753542,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90022,unassigned_point,node/8126753543,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00232,unassigned_point,node/8127217936,EDP,2,0.0,yes,no,24/7,Mobi.E,2,41.4,no,0,0.0,41.4,,,,,2,20.7,,,,
LRS-00007,unassigned_point,node/8127217938,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LRS-80005,unassigned_point,node/8127217939,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-80010,unassigned_point,node/8127217942,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90011,unassigned_point,node/8127217943,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-80013,unassigned_point,node/8127217944,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LRS-00141,unassigned_point,node/8127217945,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LRS-80033,unassigned_point,node/8127217946,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-80016,unassigned_point,node/8127217947,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LRS-00032,unassigned_point,node/8127217948,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90018,unassigned_point,node/8127217949,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LRS-00001,unassigned_point,node/8127241435,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-80003,unassigned_point,node/8127241436,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90002,unassigned_point,node/8127241437,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90006,unassigned_point,node/8127241438,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
ARV-00002,unassigned_point,node/8127242884,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
STR-90010,unassigned_point,node/8132374182,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
STR-90009,unassigned_point,node/8132374183,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STR-90008,unassigned_point,node/8132374184,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STR-00006,unassigned_point,node/8132380562,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STR-90007,unassigned_point,node/8132380563,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STR-00004,unassigned_point,node/8132380565,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
STR-00005,unassigned_point,node/8132380566,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CLD-00004,unassigned_point,node/8132555053,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
CLB-00011,unassigned_point,node/8132583522,KLC Serviços,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
CTB-00004,unassigned_point,node/8132583827,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CTB-80003,unassigned_point,node/8132583828,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CTB-90002,unassigned_point,node/8132583829,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CTB-90005,unassigned_point,node/8132583830,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CTB-00006,unassigned_point,node/8132583831,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
OLR-00001,unassigned_point,node/8132583833,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
PNF-00005,unassigned_point,node/8132600674,Mobiletric,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-00013,unassigned_point,node/8132613483,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GMR-00008,unassigned_point,node/8132614457,EVCE,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
TRF-00009,unassigned_point,node/8132614458,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
CBR-90006,unassigned_point,node/8142532185,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
GRD-00004,unassigned_point,node/8143027995,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GRD-90005,unassigned_point,node/8143027996,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GRD-70003,unassigned_point,node/8143027997,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
GRD-00002,unassigned_point,node/8143027998,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GRD-90001,unassigned_point,node/8143027999,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VIS-90037,unassigned_point,node/8143071001,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
AVR-80004,unassigned_point,node/8143122694,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VNG-90006,unassigned_point,node/8143247239,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VNG-00009,unassigned_point,node/8143247240,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VNG-00029,unassigned_point,node/8143247241,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
VNG-00030,unassigned_point,node/8143247242,Prio.E,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,,,,,1,7.4,,,,
GMR-00125,unassigned_point,node/8144037959,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
GMR-00002,unassigned_point,node/8144037960,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
GMR-00003,unassigned_point,node/8144037961,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GMR-70012,unassigned_point,node/8144037962,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
BRG-00010,unassigned_point,node/8146818841,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-90011,unassigned_point,node/8146818842,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-90009,unassigned_point,node/8146818843,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-00012,unassigned_point,node/8146818844,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-00001,unassigned_point,node/8146818845,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
BRG-00006,unassigned_point,node/8146818846,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
BRG-80005,unassigned_point,node/8146818847,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-80007,unassigned_point,node/8146818848,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BRG-90002,unassigned_point,node/8146818849,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80009,unassigned_point,node/8147485648,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-90006,unassigned_point,node/8147485649,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90002,unassigned_point,node/8147485650,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80001,unassigned_point,node/8147485651,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90500,unassigned_point,node/8147485652,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90521,unassigned_point,node/8147502164,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90520,unassigned_point,node/8147502165,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80007,unassigned_point,node/8147502167,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90023,unassigned_point,node/8147527625,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90102,unassigned_point,node/8147539579,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00070,unassigned_point,node/8147539580,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00071,unassigned_point,node/8147539581,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00957,unassigned_point,node/8147577413,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90108,unassigned_point,node/8147577414,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00960,unassigned_point,node/8147608430,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00138,unassigned_point,node/8147608431,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90139,unassigned_point,node/8147608432,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00958,unassigned_point,node/8149229510,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-01079,unassigned_point,node/8149229512,Atlante,1,0.0,yes,no,24/7,Mobi.E,2,22.0,no,1,11.0,11.0,,,,,2,11.0,,,,
LSB-80047,unassigned_point,node/8149297724,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00961,unassigned_point,node/8149297725,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-80067,unassigned_point,node/8149297726,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80027,unassigned_point,node/8149363331,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-91090,unassigned_point,node/8149363332,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80078,unassigned_point,node/8149431042,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90079,unassigned_point,node/8149431043,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00959,unassigned_point,node/8149431044,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90089,unassigned_point,node/8149431045,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90058,unassigned_point,node/8149431046,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90056,unassigned_point,node/8149431047,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80055,unassigned_point,node/8149431048,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80062,unassigned_point,node/8149431049,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00952,unassigned_point,node/8149431050,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90025,unassigned_point,node/8149431051,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80022,unassigned_point,node/8149431052,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CSC-00048,unassigned_point,node/8154625598,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
OER-00029,unassigned_point,node/8154869166,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00219,unassigned_point,node/8154943186,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,86.0,yes,0,0.0,86.0,,,,,,,2,43.0,,
LSB-00106,unassigned_point,node/8154943667,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
OBD-00006,unassigned_point,node/8155590565,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
CBR-00093,unassigned_point,node/8155634978,KLC Serviços,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-00098,unassigned_point,node/8155668797,KLC Serviços,2,0.0,customers,no,Mo-Fr 09:00-17:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-00096,unassigned_point,node/8155678964,KLC Serviços,2,0.0,customers,no,Mo-Fr 09:00-17:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-00094,unassigned_point,node/8155693771,KLC Serviços,2,0.0,customers,no,Mo-Fr 09:00-17:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
