identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
CBR-00097,unassigned_point,node/8155693772,KLC Serviços,2,0.0,customers,no,Mo-Fr 09:00-17:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-00037,unassigned_point,node/8155713317,Galp Power,2,0.0,yes,no,Mo-Sa 07:00-21:00; Su 08:00-13:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
BCL-00048,unassigned_point,node/8155807296,Evaz Energy,2,0.0,yes,no,08:30-21:00,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
PST-00004,unassigned_point,node/8155866241,Emacom,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LLE-00058,unassigned_point,node/8161502326,Loulé Concelho Global,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
Paraiso Escondido - Living in Harmony,unassigned_point,node/8162483944,Paraiso Escondido - Living in Harmony,2,0.0,customers,,,,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Quinta do Chocalhinho Tesla Destination Charger,unassigned_point,node/8162484137,Quinta do Chocalhinho,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Herdade dos Grous Tesla Destination Charger,unassigned_point,node/8162519167,Herdade dos Grous,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
NATURARTE - Boutique Hotel Tesla Destination Charger,unassigned_point,node/8162519168,NATURARTE - Boutique Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Monte Xisto Hotel Rural Tesla Destination Charger,unassigned_point,node/8162525918,Monte Xisto Hotel Rural,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
Hotel Rural Santa Barbara dos Mineiros Tesla Destination Charger,unassigned_point,node/8167648651,Hotel Rural Santa Barbara dos Mineiros,2,0.0,customers,,,Tesla,2,28.0,no,0,0.0,28.0,,,1,14.0,,,1,14.0,,
Monte Lusitano I Tesla Destination Charger,unassigned_point,node/8167692143,Monte Lusitano I,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Monte Lusitano II Tesla Destination Charger,unassigned_point,node/8167692144,Monte Lusitano II,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Herdade das Barradas da Serra Tesla Destination Charger,unassigned_point,node/8168676359,Herdade das Barradas da Serra,2,0.0,customers,,,Tesla,2,18.0,no,0,0.0,18.0,,,1,9.0,,,1,9.0,,
Quinta do Miguel Tesla Destination Charger,unassigned_point,node/8168730333,Quinta do Miguel,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Laitau Setubal Tesla Destination Charger,unassigned_point,node/8168743190,Hotel Laitau Setubal,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
node/8168773229,unassigned_point,node/8168773229,Hotel do Sado Business & Nature,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,1,11.0,,,,,,
node/8186942169,unassigned_point,node/8186942169,Biovilla,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc63316,unassigned_point,node/8187028269,Casa Ermelinda Freitas,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
dc33179,unassigned_point,node/8187046416,Tivoli Évora Ecoresort,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
Graça Hotel Évora Tesla Destination Charger,unassigned_point,node/8194489196,Graça Hotel Évora,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Alentejo Marmoris Hotel and Spa Tesla Destination Charger,unassigned_point,node/8194606324,Alentejo Marmoris Hotel and Spa,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Eco Hotel Rural Monte da Provença Tesla Destination Charger,unassigned_point,node/8194701121,Eco Hotel Rural Monte da Provença,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Pateo dos Solares Charm Hotel Tesla Destination Charger,unassigned_point,node/8194701122,Pateo dos Solares Charm Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
node/8194708438,unassigned_point,node/8194708438,Quinta da Saimeira,2,0.0,customers,,,,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
node/8194708439,unassigned_point,node/8194708439,Torre de Palma Wine Hotel,2,0.0,customers,,,,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
dc71611,unassigned_point,node/8198479998,Martinhal Family,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
dc36502,unassigned_point,node/8198482850,Solplay,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Casa do Valle Tesla Destination Charger,unassigned_point,node/8198482851,Casa do Valle,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
Hotel Baía Tesla Destination Charger,unassigned_point,node/8198508191,Hotel Baía,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
node/8198550881,unassigned_point,node/8198550881,Casa da Alcaçova,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
Restaurante O Micas II Tesla Destination Charger,unassigned_point,node/8198550882,Restaurante O Micas II,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Palacio Estoril Hotel Golf & Spa Tesla Destination Charger,unassigned_point,node/8198572859,Palacio Estoril Hotel Golf & Spa,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Pestana Palace Lisboa Tesla Destination Charger,unassigned_point,node/8198583025,Pestana Palace Lisboa,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Hotel Vincci Liberdade Destination Charger,unassigned_point,node/8198602709,Hotel Vincci Liberdade,1,0.0,customers,,,Tesla,1,11.0,no,0,0.0,11.0,,,1,11.0,,,,,,
BessaHotel Liberdade Tesla Destination Charger,unassigned_point,node/8198602710,BessaHotel Liberdade,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Olissippo Lapa Palace Tesla Destination Charger,unassigned_point,node/8198602711,Olissippo Lapa Palace,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
node/8198605471,unassigned_point,node/8198605471,El Corte Ingles Lisboa,1,0.0,yes,no,10:00-23:00,,1,17.0,yes,0,0.0,17.0,,,1,17.0,,,,,,
H10 Duque de Loulé Tesla Destination Charger,unassigned_point,node/8198605472,H10 Duque de Loulé,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Jupiter Lisboa Hotel Tesla Destination Charger,unassigned_point,node/8198636078,Jupiter Lisboa Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
node/8198652345,unassigned_point,node/8198652345,Dolce CampoReal Lisboa,1,0.0,customers,,,,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Ride Resort - Action Resort & SPA Tesla Destination Charger,unassigned_point,node/8198711839,Ride Resort - Action Resort & SPA,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Royal Óbidos Spa & Golf Resort Tesla Destination Charger,unassigned_point,node/8198894641,Royal Óbidos Spa & Golf Resort,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc33152,unassigned_point,node/8198894642,Hotel Rio do Prado,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
Bom Sucesso Resort Tesla Destination Charger,unassigned_point,node/8198894643,Bom Sucesso Resort,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
node/8198915434,unassigned_point,node/8198915434,SALARIUM Sal & Sabores,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Casa do Foral Tesla Destination Charger,unassigned_point,node/8198915435,Casa do Foral,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
dc33585,unassigned_point,node/8198940839,Palace Hotel Monte Real,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
node/8198940840,unassigned_point,node/8198940840,Lisotel Hotel & Spa,1,0.0,customers,,,Tesla,1,22.0,no,0,0.0,22.0,,,1,22.0,,,,,,
Hotel Estrela de Fátima Tesla Destination Charger,unassigned_point,node/8198947934,Hotel Estrela de Fátima,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Cruz Alta Tesla Destination Charger,unassigned_point,node/8198947935,Hotel Cruz Alta,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Casa Das Rendufas- Turismo Rural Com Figos Tesla Destination Charger,unassigned_point,node/8198947936,Casa Das Rendufas- Turismo Rural Com Figos,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Quinta das Soizas Tesla Destination Charger,unassigned_point,node/8198947937,Quinta das Soizas,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
node/8198991156,unassigned_point,node/8198991156,Parque de Campismo - Vitor M. P. Silva,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc54546,unassigned_point,node/8198991158,Grande Hotel de Luso,1,0.0,customers,,,Tesla,1,11.0,yes,0,0.0,11.0,,,1,11.0,,,,,,
node/8198991159,unassigned_point,node/8198991159,Aqua Village Health Resort & Spa,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc40417,unassigned_point,node/8198991160,H2otel Congress & Medical Spa,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Hotel Parque Serra da Lousã Tesla Destination Charger,unassigned_point,node/8198991161,Hotel Parque Serra da Lousã,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Duecitania Design Hotel Tesla Destination Charger,unassigned_point,node/8198991162,Duecitania Design Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Acquavilla House Tesla Destination Charger,unassigned_point,node/8198991163,Acquavilla House,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
dc70194,unassigned_point,node/8199071702,Quinta do Prado Verde,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
node/8199164856,unassigned_point,node/8199164856,Quinta Do Fontelo,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Ílhavo plaza Tesla Destination Charger,unassigned_point,node/8199164858,Hotel Ílhavo plaza,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Colmeal Countryside Hotel Tesla Destination Charger,unassigned_point,node/8199190764,Colmeal Countryside Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Hotel Vale do Rio Tesla Destination Charger,unassigned_point,node/8199190765,Hotel Vale do Rio,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc29654,unassigned_point,node/8199286789,Tapada de São Domingos,1,0.0,customers,,,Tesla,1,11.0,yes,0,0.0,11.0,,,1,11.0,,,,,,
Hotel Solverde Spa & Wellness Center Tesla Destination Charger,unassigned_point,node/8199286790,Hotel Solverde Spa & Wellness Center,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Apartamento Solverde Tesla Destination Charger,unassigned_point,node/8199286791,Hotel Apartamento Solverde,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Restaurante Terra Mãe Tesla Destination Charger,unassigned_point,node/8199286792,Restaurante Terra Mãe,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,1,22.0,,,,
dc93367,unassigned_point,node/8199289503,Quinta do Ventozelo,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Quinta do Tedo Tesla Destination Charger,unassigned_point,node/8199289504,Quinta do Tedo Tesla,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Quinta Seara d'Ordens Tesla Destination Charger,unassigned_point,node/8199289505,Quinta Seara d'Ordens,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Hotel Monverde Tesla Destination Charger,unassigned_point,node/8199290478,Hotel Monverde,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Casa da Calçada Tesla Destination Charger,unassigned_point,node/8199290479,Casa da Calçada,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc38939,unassigned_point,node/8199311654,Six Senses Douro Valley,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
dc63384,unassigned_point,node/8199361953,El Corte Ingles de Gaia,1,0.0,yes,no,,Tesla,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
Bessa Hotel Boavista Tesla Destination Charger,unassigned_point,node/8199379238,Bessa Hotel Boavista,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,1,22.0,,,,
BessaHotel Baixa Tesla Destination Charger,unassigned_point,node/8199383574,BessaHotel Baixa,2,0.0,customers,,,Tesla,4,88.0,no,2,44.0,44.0,,,2,22.0,,,2,22.0,,
Maison Albar Hotels Le Monumental Palace Tesla Destination Charger,unassigned_point,node/8199383575,Maison Albar Hotels Le Monumental Palace,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc23363,unassigned_point,node/8199383577,The Yeatman Hotel,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Holiday Inn Express Porto Exponor Tesla Destination Charger,unassigned_point,node/8199383862,Holiday Inn Express Porto Exponor,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,1,22.0,,,,
dc57255,unassigned_point,node/8199383863,Parque da Constituição,1,0.0,customers,,,Tesla,1,17.0,yes,0,0.0,17.0,,,,,1,17.0,,,,
Torre de Gomariz Tesla Destination Charger,unassigned_point,node/8199423474,Torre de Gomariz,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Pena Park Hotel Tesla Destination Charger,unassigned_point,node/8199423477,Tesla,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,2,22.0,,,,,,
Oporto Airport & Business Hotel Tesla Destination Charger,unassigned_point,node/8199423478,Oporto Airport & Business Hotel,2,0.0,customers,,,Tesla,2,28.0,no,0,0.0,28.0,,,1,14.0,,,1,14.0,,
Hotel Casino Chaves Tesla Destination Charger,unassigned_point,node/8199446702,Hotel Casino Chaves,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Restaurante Rocha Camelo Lda Tesla Destination Charger,unassigned_point,node/8199446703,Restaurante Rocha Camelo,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc63048,unassigned_point,node/8199446704,Hotel do Parque,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Carmo's Boutique Hotel Tesla Destination Charger,unassigned_point,node/8199482686,Carmo's Boutique Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Parque Cerdeira Tesla Destination Charger,unassigned_point,node/8199482687,Parque Cerdeira,2,0.0,customers,,,Tesla,2,16.0,no,0,0.0,16.0,,,1,8.0,,,1,8.0,,
Camara Municipal Vila Nova de Cerveira Tesla Destination Charger,unassigned_point,node/8199623599,Camara Municipal Vila Nova de Cerveira,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Prazer da Natureza Resort & SPA Tesla Destination Charger,unassigned_point,node/8199623600,Prazer da Natureza Resort & SPA,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc72205,unassigned_point,node/8199623601,Hotel Porta do Sol Conference Center & Spa,1,0.0,customers,,,Tesla,1,14.0,yes,0,0.0,14.0,,,1,14.0,,,,,,
node/8199623608,unassigned_point,node/8199623608,Quinta da Arrifana,1,0.0,customers,,,Tesla,1,7.4,yes,0,0.0,7.4,,,1,7.4,,,,,,
Quinta do Ameal Wine & Tourism Terroir Tesla Destination Charger,unassigned_point,node/8199629477,Quinta do Ameal Wine & Tourism Terroir,2,0.0,customers,,,Tesla,2,28.0,no,0,0.0,28.0,,,1,14.0,,,1,14.0,,
dc513566,unassigned_point,node/8199671207,Villa Batalha Hotel,1,0.0,customers,,,Tesla,2,22.0,yes,1,11.0,11.0,,,2,11.0,,,,,,
TVR-00012,unassigned_point,node/8199838578,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ABF-00024,unassigned_point,node/8200114522,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
SLV-00037,unassigned_point,node/8200130058,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
PTM-00037,unassigned_point,node/8206970204,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LGA-00008,unassigned_point,node/8206970205,Helexia II,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
ADV-00018,unassigned_point,node/8207021262,IONITY,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,yes,0,0.0,350.0,,,,,,,,,1,350.0
ADV-00017,unassigned_point,node/8207021263,IONITY,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,yes,0,0.0,350.0,,,,,,,,,1,350.0
SNS-00018,unassigned_point,node/8207100965,Charging Together,2,50.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,,,,,,,,,2,50.0
ORQ-00002,unassigned_point,node/8207101044,EVCE,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,50.0,,,,,,,1,50.0
MMN-00015,unassigned_point,node/8207138999,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,180.0,yes,0,0.0,180.0,,,,,,,,,2,90.0
MMN-00002,unassigned_point,node/8207139000,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
EVR-00018,unassigned_point,node/8207152619,Powerdot,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
SXL-00003,unassigned_point,node/8207177857,Prio.E,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,50.0,,,,,,,1,50.0
ALM-00084,unassigned_point,node/8207182589,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
STB-00016,unassigned_point,node/8207252507,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
MTJ-00037,unassigned_point,node/8207349263,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,120.0,yes,0,0.0,120.0,,,,,,,,,2,60.0
LRS-00048,unassigned_point,node/8207391661,Powerdot,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
LSB-00013,unassigned_point,node/8207428081,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
AMD-00032,unassigned_point,node/8207445160,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ODV-00042,unassigned_point,node/8207446548,Atlante,2,0.0,yes,yes,24/7,Mobi.E,2,100.0,yes,0,0.0,100.0,,,,,,,,,2,50.0
ODV-00004,unassigned_point,node/8207453605,Prio.E,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,50.0,,,,,,,1,50.0
AMD-00119,unassigned_point,node/8207481318,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,180.0,yes,0,0.0,180.0,,,,,,,,,2,90.0
Continente Amadora Piso 0,unassigned_point,node/8207593197,Continente,1,0.0,yes,no,08:00-24:00,Continente Plug&Charge,2,100.0,yes,1,50.0,50.0,1,50.0,,,,,,,1,50.0
OER-00280,unassigned_point,node/8207701819,Galp Power,1,160.0,yes,no,24/7,Mobi.E,2,360.0,no,1,180.0,160.0,,,,,,,,,2,180.0
LSB-00310,unassigned_point,node/8207710325,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00295,unassigned_point,node/8207755912,Mobiletric,2,0.0,yes,no,24/7,Mobi.E,2,360.0,no,0,0.0,360.0,,,,,,,,,2,180.0
Caetano Power Nissan,unassigned_point,node/8209216364,Nissan,2,93.0,customers,,Mo-Fr 09:00-17:00,Nissan,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
node/8215555645,unassigned_point,node/8215555645,Porsche,1,0.0,customers,,24/7,Porsche,1,350.0,yes,0,0.0,350.0,,,,,,,,,1,350.0
ANS-90001,unassigned_point,node/8219434234,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
Chelas TVDE Only,unassigned_point,node/8220212030,,2,50.0,private,,,TVDE Only,2,100.0,no,0,0.0,50.0,1,50.0,,,,,,,1,50.0
LSB-00574,unassigned_point,node/8220237394,Powerdot,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
PDL-00004,unassigned_point,node/8220680995,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
NRD-00001,unassigned_point,node/8220689265,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
RGR-00001,unassigned_point,node/8220719523,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
AGH-00003,unassigned_point,node/8220729785,SEGMA,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
PDL-00001,unassigned_point,node/8220730090,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
HRT-00001,unassigned_point,node/8220809913,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
CHT-00001,unassigned_point,node/8220826492,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LGF-00001,unassigned_point,node/8220836084,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
MAD-00001,unassigned_point,node/8220843747,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00069,unassigned_point,node/8220935973,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00062,unassigned_point,node/8220947976,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00283,unassigned_point,node/8220947977,Galp Power,2,180.0,yes,no,24/7,Mobi.E,2,360.0,no,0,0.0,180.0,,,,,,,,,2,180.0
OER-00035,unassigned_point,node/8220959778,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00274,unassigned_point,node/8221001002,Galp Geste,2,90.0,yes,no,24/7,Mobi.E,2,180.0,no,0,0.0,90.0,,,,,,,,,2,90.0
OER-00038,unassigned_point,node/8221002951,Mobiletric,1,160.0,yes,no,24/7,Mobi.E,2,210.0,no,1,50.0,160.0,1,50.0,,,,,,,1,160.0
OER-00282,unassigned_point,node/8221024155,Galp Power,2,180.0,yes,no,24/7,Mobi.E,2,360.0,no,0,0.0,180.0,,,,,,,,,2,180.0
OER-00045,unassigned_point,node/8221042528,Mobiletric,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,,,1,22.0,1,50.0
OER-00080,unassigned_point,node/8222759971,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,93.0,1,50.0,,,,,1,22.0,1,50.0
OER-00281,unassigned_point,node/8222759972,Galp Power,2,180.0,yes,no,24/7,Mobi.E,2,360.0,no,0,0.0,180.0,,,,,,,,,2,180.0
OER-00079,unassigned_point,node/8222763507,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
OER-00036,unassigned_point,node/8222780284,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OER-00078,unassigned_point,node/8222780285,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
